Mark,Name,Posttown,Last available year,Status,Legal form,Legal situation,Legal situation date,Date of incorporation,Date,Event,Turnover Last year th EUR Last avail. yr,P/L for the period aft. taxes th EUR Last avail. yr,P/L for the period aft. taxes th EUR Year - 1,P/L for the period aft. taxes th EUR Year - 2,P/L for the period aft. taxes th EUR Year - 3,P/L for the period aft. taxes th EUR Year - 5,P/L for the period aft. taxes th EUR Year - 4,Total assets th EUR Last avail. yr,Total assets th EUR Year - 1,Total assets th EUR Year - 2,Total assets th EUR Year - 3,Total assets th EUR Year - 5,Total assets th EUR Year - 4,Average number of employees Last avail. yr,Average number of employees Year - 1,Average number of employees Year - 2,Average number of employees Year - 3,Average number of employees Year - 5,Average number of employees Year - 4,Category of the company,Main activity
9704.0,GNC COMPANY,HAMME (VL.),2019.0,Provisional legal sit.,private,Bankruptcy,04/01/2021,25/11/2016,,,,5.0,6.0,9.0,,,,209.0,185.0,135.0,,,,1.0,1.0,1.0,,,,Small,
9705.0,BEVEKO SERVICES,LIGNY,2020.0,Provisional legal sit.,private,Judicial winding up,25/01/2022,23/11/2016,,,,-5.0,0.0,-5.0,-5.0,,,15.0,30.0,31.0,35.0,,,,1.0,1.0,1.0,,,Small,
9706.0,EXPOSURE RETAIL,BRUXELLES,2018.0,Provisional legal sit.,private,Bankruptcy,22/07/2022,23/11/2016,,,,-52.0,-294.0,,,,,116.0,211.0,,,,,,1.0,,,,,Small,
9707.0,GREEN COATING,SAUVENIERE,2018.0,Provisional legal sit.,private,Bankruptcy,27/05/2021,25/11/2016,,,,30.0,-6.0,,,,,354.0,328.0,,,,,1.0,,,,,,Small,
9708.0,SLXC,EKEREN,2018.0,Provisional legal sit.,private,Bankruptcy,17/10/2019,23/11/2016,,,,-1826.0,-456.0,,,,,5.0,20.0,,,,,1.0,14.0,,,,,Small,
9709.0,'T FLENSJE,HOUTHALEN-HELCHTEREN,2018.0,Inactive,private,Conclusion of bankruptcy,07/07/2022,24/11/2016,,,,-7.0,-36.0,,,,,101.0,137.0,,,,,,2.0,,,,,Small,
9710.0,FROMSCRATCH,BRUXELLES,2018.0,Inactive,public,Conclusion of bankruptcy,02/11/2021,02/12/2016,,,,-139.0,-118.0,,,,,88.0,220.0,,,,,3.0,3.0,,,,,Small,
9711.0,POWER M&N,MONS,2018.0,Inactive,private,Conclusion of liquidation,28/03/2022,01/12/2016,,,,-30.0,-11.0,,,,,2.0,1.0,,,,,1.0,,,,,,Small,
9712.0,CLEAN LABEL,BRUXELLES,2019.0,Inactive,private,Conclusion of bankruptcy,25/10/2022,02/12/2016,,,,8.0,-15.0,24.0,,,,63.0,46.0,77.0,,,,7.0,6.0,7.0,,,,Small,
9713.0,WANNAWORK,ANTWERPEN,2019.0,Provisional legal sit.,private,Bankruptcy,01/07/2021,02/12/2016,,,,1.0,29.0,-105.0,,,,493.0,570.0,106.0,,,,4.0,4.0,2.0,,,,Small,
9714.0,BUYERMINDS BRUSSELS,GROOT-BIJGAARDEN,2022.0,Inactive,public,Conclusion of liquidation,08/07/2022,02/12/2016,,,,-1.0,42.0,44.0,-50.0,-9.0,-83.0,42.0,216.0,196.0,113.0,367.0,96.0,1.0,3.0,3.0,4.0,2.0,3.0,Small,
9715.0,A2LIO,BONCELLES,2019.0,Inactive,public,Conclusion of liquidation,30/11/2020,25/11/2016,,,,45.0,-2.0,-44.0,,,,87.0,78.0,125.0,,,,1.0,1.0,2.0,,,,Small,
9716.0,CONBOX,DEURNE,2021.0,Provisional legal sit.,private,Bankruptcy,18/10/2022,05/12/2016,,,,17.0,15.0,-8.0,-9.0,,-9.0,193.0,92.0,8.0,12.0,,21.0,3.0,4.0,,,,,Small,
9717.0,GILLCO,GRIMBERGEN,2019.0,Provisional legal sit.,private,Bankruptcy,06/10/2020,06/12/2016,,,,-4.0,30.0,22.0,,,,279.0,211.0,131.0,,,,3.0,1.0,,,,,Small,
9718.0,DLIVE,GENK,2018.0,Provisional legal sit.,public,Bankruptcy,05/01/2021,06/12/2016,,,,-135.0,-177.0,,,,,168.0,178.0,,,,,1.0,,,,,,Small,
9719.0,LITTLE FOOD,BRUXELLES,2018.0,Inactive,cooperative,Conclusion of bankruptcy,30/11/2021,07/12/2016,,,,-257.0,-125.0,,,,,470.0,472.0,,,,,2.0,,,,,,Small,
9720.0,HOLIX,ANTWERPEN,2020.0,Provisional legal sit.,public,Bankruptcy,25/11/2021,08/12/2016,25/03/2021,Company absorbing an(other) company/ies,,-669.0,-1077.0,-30.0,-175.0,,,802.0,685.0,963.0,915.0,,,4.0,,,,,,Small,
9721.0,SK TRANS,BRUXELLES,2019.0,Provisional legal sit.,private,Bankruptcy,20/12/2021,01/12/2016,,,,3.0,6.0,,,,,2929.0,1722.0,6.0,,,,,25.0,,,,,Medium sized,
9722.0,SECURITY FOR YOU BVBA,DIEGEM,2018.0,Inactive,private,Conclusion of bankruptcy,06/04/2021,09/12/2016,,,,-509.0,-168.0,,,,,51.0,279.0,,,,,2.0,2.0,,,,,Small,
9723.0,FSIBALKAN,BRUXELLES,2018.0,Provisional legal sit.,private,Bankruptcy,14/12/2020,06/12/2016,,,,2.0,-11.0,,,,,85.0,4.0,,,,,1.0,,,,,,Small,
9724.0,FACELYTIX,HASSELT,2021.0,Inactive,public,Merger by absorption,31/08/2021,12/12/2016,31/08/2021,Absorbed Company,,-13.0,-59.0,-226.0,-158.0,,-427.0,1.0,78.0,67.0,233.0,,226.0,,1.0,1.0,1.0,,1.0,Small,
9725.0,AKR FOOD,BRUSSEL,2020.0,Provisional legal sit.,private,Bankruptcy,17/10/2022,13/12/2016,,,,-74.0,6.0,0.0,0.0,,,191.0,276.0,232.0,244.0,,,14.0,16.0,11.0,9.0,,,Small,
9726.0,GROUP PERSICH,LA LOUVIERE,2020.0,Provisional legal sit.,private,Bankruptcy,27/09/2021,14/12/2016,,,,-31.0,-55.0,-112.0,-8.0,,,69.0,136.0,224.0,144.0,,,1.0,1.0,1.0,1.0,,,Small,
9727.0,JUKADEP,BEERNEM,2018.0,Inactive,private,Conclusion of bankruptcy,19/09/2022,12/12/2016,,,,10.0,-7.0,,,,,178.0,211.0,,,,,3.0,2.0,,,,,Small,
9728.0,KANOPEE,BRUXELLES,2021.0,Inactive,private,Conclusion of liquidation,17/06/2022,15/12/2016,,,,6.0,69.0,34.0,28.0,,34.0,216.0,234.0,151.0,122.0,,86.0,1.0,1.0,1.0,1.0,,1.0,Small,
9729.0,DMN BELGIUM,HEIST-AAN-ZEE,2019.0,Inactive,private,Conclusion of liquidation,27/11/2020,14/12/2016,,,,-13.0,-43.0,-74.0,,,,3.0,1.0,78.0,,,,,1.0,2.0,,,,Small,
9730.0,PEPPINO PAZZO,KEERBERGEN,2020.0,Provisional legal sit.,private,Bankruptcy,19/07/2022,14/10/2016,,,,15.0,-11.0,-20.0,-11.0,,,113.0,130.0,68.0,58.0,,,4.0,6.0,4.0,4.0,,,Small,
9731.0,MOZZACHIC,NAMUR,2018.0,Inactive,private,Conclusion of bankruptcy,15/12/2021,15/12/2016,,,,-18.0,-38.0,,,,,85.0,56.0,,,,,2.0,1.0,,,,,Small,
9732.0,GODDET ALGEMENE BRANDBEVEILIGING,HERK-DE-STAD,2018.0,Provisional legal sit.,private,Bankruptcy,26/09/2019,16/12/2016,,,,56.0,-30.0,,,,,415.0,230.0,,,,,,6.0,,,,,Small,
9733.0,DEMAT!GO,BRUXELLES,2019.0,Inactive,private,Conclusion of liquidation,21/01/2021,16/12/2016,,,,-1.0,-4.0,-7.0,,,,170.0,173.0,174.0,,,,,,1.0,,,,Small,
9734.0,MEDI-MARKET PARAPHARMACIE NIVELLES,BRUSSEL,2019.0,Inactive,public,Merger by absorption,22/06/2020,14/12/2016,22/06/2020,Absorbed Company,,71.0,-1.0,-100.0,,,,1708.0,1231.0,1043.0,,,,5.0,4.0,3.0,,,,Small,
9735.0,MEDI-MARKET PARAPHARMACIE ZEMST,BRUSSEL,2019.0,Inactive,public,Merger by absorption,22/06/2020,14/12/2016,22/06/2020,Absorbed Company,,-101.0,-181.0,-140.0,,,,1322.0,1220.0,1242.0,,,,4.0,3.0,1.0,,,,Small,
9736.0,"CONNEXION, TELECOMMUNICATION ET INFORMATIQUE",LA LOUVIERE,2018.0,Provisional legal sit.,private,Bankruptcy,28/06/2021,16/12/2016,,,,16.0,-4.0,,,,,162.0,34.0,,,,,2.0,1.0,,,,,Small,
9737.0,THE HOUSE OF BEAUTY,BRUXELLES,2018.0,Provisional legal sit.,private,Judicial winding up,14/04/2022,15/12/2016,,,,-1.0,7.0,,,,,72.0,49.0,,,,,2.0,2.0,,,,,Small,
9738.0,LOVEN,LEUVEN,2018.0,Inactive,private,Conclusion of bankruptcy,24/03/2022,19/12/2016,,,,-62.0,-3.0,,,,,134.0,68.0,,,,,3.0,1.0,,,,,Small,
9739.0,DOMINO S&S,BERCHEM-ANTWERPEN,2020.0,Provisional legal sit.,private,Bankruptcy,14/10/2021,16/12/2016,,,,23.0,3.0,-11.0,-87.0,,,15.0,24.0,35.0,33.0,,,4.0,7.0,6.0,6.0,,,Small,
9740.0,INTEREX COSMETICS,ANTWERPEN,2018.0,Inactive,private,Conclusion of liquidation,22/10/2019,20/12/2016,30/10/2018,Disposal of assets,,3.0,-2.0,6.0,,,,74.0,193.0,233.0,,,,5.0,6.0,,,,,Small,
9741.0,DST SONORISATION,SORINNES,2018.0,Inactive,private,Conclusion of bankruptcy,16/11/2022,16/12/2016,,,,-3.0,-4.0,,,,,139.0,115.0,,,,,,1.0,,,,,Small,
9742.0,ULU TRANSPORT,SINT-STEVENS-WOLUWE,2019.0,Provisional legal sit.,private,Bankruptcy,15/03/2022,20/12/2016,,,,-55.0,123.0,-18.0,,,,192.0,210.0,68.0,,,,6.0,6.0,,,,,Small,
9743.0,BRESSERS & VERWIMP,BALEN,2021.0,Inactive,private,Conclusion of liquidation,29/06/2022,20/12/2016,,,,6.0,14.0,96.0,233.0,,,216.0,216.0,237.0,392.0,,,,,2.0,2.0,,,Small,
9744.0,SELMA.AI,ANTWERPEN,2018.0,Provisional legal sit.,public,Bankruptcy,19/12/2019,21/12/2016,,,,-425.0,-215.0,,,,,693.0,364.0,,,,,6.0,3.0,,,,,Small,
9745.0,REFLECTIVE SHOPPER EUROPE,BOOM,2018.0,Inactive,private,Conclusion of liquidation,18/10/2019,21/12/2016,,,,12.0,-75.0,,,,,27.0,56.0,,,,,1.0,1.0,,,,,Small,
9746.0,LJP INVEST SPRLU,SPA,2018.0,Provisional legal sit.,private,Bankruptcy,22/11/2021,21/12/2016,,,,2.0,-65.0,,,,,142.0,140.0,,,,,1.0,1.0,,,,,Small,
9747.0,ROB'S CORNER,CINEY,2018.0,Inactive,private,Conclusion of bankruptcy,13/01/2021,21/12/2016,,,,-28.0,-38.0,,,,,52.0,57.0,,,,,3.0,5.0,,,,,Small,
9748.0,GOBIET ENVIRONNEMENT,FLEMALLE-HAUTE,2021.0,Inactive,private,Legal dissolution by expiry,18/03/2022,23/12/2016,,,,-12.0,3.0,12.0,2.0,,6.0,43.0,75.0,98.0,193.0,,205.0,4.0,5.0,6.0,5.0,,2.0,Small,
9749.0,CARROZZERIA VALENTI,WAUTHIER-BRAINE,2021.0,Inactive,private,Merger by absorption,28/07/2022,23/12/2016,28/07/2022,Absorbed Company,,9.0,-34.0,1.0,-4.0,,1.0,125.0,115.0,174.0,124.0,,93.0,1.0,2.0,1.0,2.0,,1.0,Small,
9750.0,LDK INVEST,DOUR,2018.0,Provisional legal sit.,private,Bankruptcy,25/01/2021,23/12/2016,,,,-11.0,2.0,,,,,43.0,75.0,,,,,1.0,1.0,,,,,Small,
9751.0,KASA CERAM,BRUXELLES,2018.0,Inactive,private,Conclusion of liquidation,23/12/2021,22/12/2016,,,,231.0,-19.0,,,,,249.0,28.0,,,,,1.0,,,,,,Small,
9752.0,JMH GROEN,HEESTERT,2019.0,Provisional legal sit.,private,Bankruptcy,30/07/2021,28/12/2016,,,,-12.0,0.0,10.0,,,,189.0,145.0,57.0,,,,2.0,2.0,,,,,Small,
9753.0,KOOKIN,PERWEZ,2019.0,Provisional legal sit.,private,Bankruptcy,07/12/2020,27/12/2016,,,,7.0,-70.0,,,,,107.0,142.0,,,,,2.0,2.0,,,,,Small,
9754.0,KUMIKO,BRUXELLES,2019.0,Provisional legal sit.,private,Bankruptcy,12/09/2022,23/12/2016,,,,,39.0,-95.0,,,,162.0,227.0,159.0,,,,14.0,14.0,15.0,,,,Small,
9755.0,MYTHRA,AALST,2020.0,Inactive,cooperative,Conclusion of liquidation,05/02/2021,28/12/2016,,,,62.0,231.0,242.0,71.0,,,388.0,922.0,545.0,175.0,,,1.0,1.0,,,,,Small,
9756.0,KENAZ,KORBEEK-LO,2020.0,Provisional legal sit.,private,Liquidation,21/04/2022,29/12/2016,,,,45.0,54.0,-16.0,12.0,,,377.0,335.0,292.0,196.0,,,,1.0,1.0,1.0,,,Small,
9757.0,BR BEHEER,GENT,2021.0,Inactive,private,Merger by absorption,28/06/2022,29/12/2016,28/06/2022,Absorbed Company,,6.0,18.0,32.0,35.0,,19.0,133.0,143.0,109.0,86.0,,40.0,1.0,1.0,1.0,,,,Small,
9758.0,ENERGY & SECURITY CONCEPT,THINES,2019.0,Provisional legal sit.,public,Bankruptcy,18/10/2021,04/01/2017,,,,58.0,-53.0,-64.0,,,,330.0,147.0,43.0,,,,3.0,2.0,3.0,,,,Small,
9759.0,STIEN FEYEN,KASTERLEE,2021.0,Inactive,private,Conclusion of liquidation,30/06/2022,27/12/2016,,,,46.0,22.0,21.0,17.0,,61.0,161.0,174.0,163.0,147.0,,147.0,,1.0,2.0,2.0,,1.0,Small,
9760.0,"JEAN DENYS ET CHARLOTTE LABEYE, SOCIETE NOTARIALE",FLEMALLE,2019.0,Inactive,private,Conclusion of liquidation,31/05/2021,03/01/2017,,,,422.0,331.0,305.0,,,,6193.0,4351.0,3774.0,,,,12.0,9.0,9.0,,,,Medium sized,
9761.0,THE KINKYS,ANTWERPEN,2019.0,Inactive,private,Conclusion of bankruptcy,22/02/2022,30/12/2016,,,,-30.0,12.0,10.0,,,,52.0,101.0,64.0,,,,1.0,1.0,1.0,,,,Small,
9762.0,GETFIT,TURNHOUT,2021.0,Inactive,private,Conclusion of liquidation,28/10/2022,03/01/2017,,,,-5.0,0.0,3.0,9.0,,3.0,45.0,46.0,29.0,48.0,,23.0,1.0,1.0,1.0,1.0,,1.0,Small,
9763.0,MICROPOLE INSIGHT,MECHELEN,2021.0,Inactive,private,Merger by absorption,29/12/2021,03/01/2017,21/12/2021,Absorbed Company,,-60.0,-180.0,107.0,-4.0,,9.0,489.0,2081.0,1002.0,536.0,,438.0,2.0,5.0,,,,2.0,Small,
9764.0,SECURI-ONE GROUP,HASSELT,2021.0,Inactive,private,Merger by absorption,28/03/2022,30/12/2016,28/03/2022,Absorbed Company,,147.0,5.0,19.0,23.0,,6.0,349.0,343.0,343.0,319.0,,308.0,2.0,2.0,,1.0,,1.0,Small,
9765.0,TOOLING TECHNICS,SPRIMONT,2018.0,Provisional legal sit.,private,Bankruptcy,29/06/2020,30/12/2016,30/12/2016,Establishment by scission,,-162.0,-12.0,,,,,1105.0,1108.0,,,,,5.0,3.0,,,,,Small,
9766.0,SAELENS BULK & LIQUID TRANSPORT,TIENEN,2018.0,Provisional legal sit.,private,Bankruptcy,28/07/2020,30/12/2016,30/12/2016,Establishment by scission,,103.0,4.0,,,,,2547.0,1014.0,,,,,2.0,1.0,,,,,Medium sized,
9767.0,SAELENS GENERAL CARGO TRANSPORT,TIENEN,2018.0,Inactive,private,Conclusion of bankruptcy,03/11/2022,30/12/2016,30/12/2016,Establishment by scission,,-28.0,5.0,,,,,217.0,134.0,,,,,,2.0,,,,,Small,
9768.0,SAELENS TEMPERATURE CONTROLLED TRANSPORT,TIENEN,2018.0,Inactive,private,Conclusion of bankruptcy,20/05/2021,30/12/2016,30/12/2016,Establishment by scission,,-61.0,-2.0,,,,,2037.0,1186.0,,,,,3.0,4.0,,,,,Medium sized,
9769.0,KG-PROJECTEN,NIEUWERKERKEN (LIMB.),2020.0,Provisional legal sit.,private,Bankruptcy,24/02/2022,06/01/2017,,,,-25.0,-4.0,-16.0,14.0,,,78.0,103.0,123.0,132.0,,,,,,1.0,,,Small,
9770.0,BIACCALLI CONSTRUCTION,HAVRE,2018.0,Provisional legal sit.,private,Bankruptcy,29/06/2020,05/01/2016,,,,-45.0,3.0,,,,,199.0,75.0,,,,,7.0,3.0,,,,,Small,
9771.0,DEAL !,HARELBEKE,2018.0,Provisional legal sit.,private,Bankruptcy,17/03/2020,04/01/2017,,,,-18.0,0.0,,,,,103.0,103.0,,,,,2.0,2.0,,,,,Small,
9772.0,CENTRE ATIS,SAINT-HUBERT,2018.0,Provisional legal sit.,public,Bankruptcy,31/01/2020,09/01/2017,,,,-137.0,-60.0,,,,,1611.0,755.0,,,,,2.0,,,,,,Small,
9773.0,ARGANO.M,BRUXELLES,2018.0,Inactive,private,Conclusion of bankruptcy,01/03/2022,09/01/2017,,,,-1.0,-17.0,,,,,0.0,1.0,,,,,,1.0,,,,,Small,
9774.0,AUSSOL CONSULTING,SINT-STEVENS-WOLUWE,2019.0,Inactive,private,Conclusion of liquidation,04/12/2020,10/01/2017,,,,-7.0,7.0,1.0,,,,18.0,33.0,35.0,,,,1.0,1.0,1.0,,,,Small,
9775.0,LUDDY,HEVER,2020.0,Inactive,private,Conclusion of liquidation,31/05/2021,04/01/2017,,,,10.0,9.0,15.0,,,,57.0,54.0,117.0,,,,,3.0,8.0,,,,Small,
9776.0,RAK CONCEPT,BRUXELLES,2018.0,Inactive,private,Conclusion of bankruptcy,07/04/2021,09/01/2017,,,,-28.0,-34.0,,,,,49.0,30.0,,,,,,4.0,,,,,Small,
9777.0,KSR CONCEPT,BRUXELLES,2021.0,Provisional legal sit.,private,Bankruptcy,20/06/2022,09/01/2017,,,,38.0,-4.0,0.0,-43.0,,-41.0,56.0,24.0,64.0,10.0,,20.0,,3.0,,,,3.0,Small,
9778.0,FALLKOR,KORTRIJK,2019.0,Provisional legal sit.,private,Bankruptcy,25/03/2021,10/01/2017,,,,-47.0,-26.0,-6.0,,,,63.0,69.0,89.0,,,,1.0,1.0,2.0,,,,Small,
9779.0,PROGEST BUILDINGS MANAGEMENT,LIEGE,2019.0,Inactive,private,Merger by absorption,14/01/2020,11/01/2017,14/01/2020,Absorbed Company,,55.0,7.0,-61.0,,,,42.0,44.0,39.0,,,,1.0,1.0,2.0,,,,Small,
9780.0,WOUTERS INVESTMENT HORECA,BALEN,2021.0,Inactive,private,Conclusion of liquidation,22/09/2022,11/01/2017,,,,13.0,18.0,7.0,14.0,,-33.0,61.0,67.0,63.0,91.0,,68.0,,,1.0,2.0,,,Small,
9781.0,AM+,DEURNE,2018.0,Inactive,private,Conclusion of bankruptcy,26/01/2021,12/01/2017,,,,-1.0,,,,,,121.0,,,,,,3.0,,,,,,Small,
9782.0,PALAM,ZELLIK,2019.0,Inactive,cooperative,Conclusion of liquidation,23/12/2021,29/12/2016,,,,-1.0,1.0,-4.0,,,,362.0,353.0,348.0,,,,3.0,4.0,4.0,,,,Small,
9783.0,J.G.V.A.,BRUXELLES,2019.0,Provisional legal sit.,private,Bankruptcy,24/11/2021,11/01/2017,,,,29.0,15.0,0.0,,,,116.0,76.0,51.0,,,,1.0,1.0,1.0,,,,Small,
9784.0,SKEYE BELGIUM,HERENTALS,2018.0,Inactive,private,Conclusion of liquidation,10/10/2019,12/01/2017,,,,-14.0,-95.0,,,,,3.0,17.0,,,,,,1.0,,,,,Small,
9785.0,FANA CONSEILS,RANSART,2019.0,Inactive,private,Conclusion of liquidation,25/03/2020,13/01/2017,,,,85.0,89.0,46.0,,,,243.0,231.0,173.0,,,,1.0,2.0,2.0,,,,Small,
9786.0,PILLENS - VANGEEL,EKEREN,2018.0,Inactive,private,Conclusion of liquidation,18/06/2019,13/01/2017,,,,-3.0,,,,,,17.0,,,,,,1.0,,,,,,Small,
9787.0,LE BARON D,DESSEL,2019.0,Inactive,private,Conclusion of bankruptcy,10/05/2022,16/01/2017,,,,8.0,-4.0,-14.0,,,,20.0,21.0,17.0,,,,1.0,1.0,,,,,Small,
9788.0,JTGNM,NIEL,2021.0,Inactive,private,Conclusion of liquidation,09/02/2022,16/01/2017,,,,1174.0,201.0,450.0,109.0,,201.0,1646.0,7617.0,7255.0,6171.0,,7042.0,5.0,9.0,11.0,11.0,,10.0,Small,
9789.0,LIFE PROTECTION RISK,GENT,2020.0,Inactive,private,Merger by absorption,30/06/2021,13/01/2017,30/06/2021,Absorbed Company,,13.0,25.0,-2.0,,,,98.0,86.0,30.0,,,,1.0,1.0,1.0,,,,Small,
9790.0,M.ZA,BRUXELLES,2019.0,Provisional legal sit.,private,Bankruptcy,22/03/2022,16/01/2017,,,,-4.0,3.0,1.0,,,,196.0,156.0,185.0,,,,2.0,3.0,1.0,,,,Small,
9791.0,PVM DAKWERKEN,LILLE,2018.0,Provisional legal sit.,private,Bankruptcy,10/11/2020,13/01/2017,,,,-209.0,,,,,,634.0,,,,,,11.0,,,,,,Small,
9792.0,EMALEC BELGIUM,BRAINE-L'ALLEUD,2019.0,Inactive,private,Conclusion of liquidation,27/11/2020,16/01/2017,,,,-24.0,-6.0,34.0,,,,67.0,174.0,135.0,,,,,3.0,2.0,,,,Small,
9793.0,BELIRHEA IN VEREFFENING,HASSELT,2021.0,Provisional legal sit.,public,Liquidation,27/10/2021,16/01/2017,,,,-2.0,-220.0,-203.0,-750.0,-87.0,-442.0,14.0,14.0,235.0,800.0,574.0,874.0,,,,9.0,4.0,12.0,Small,
9794.0,THE FUNDAMENTAL KITCHEN BELGIUM,BERLAAR,2019.0,Provisional legal sit.,private,Bankruptcy,16/03/2020,17/01/2017,,,,-241.0,3.0,,,,,90.0,153.0,,,,,2.0,1.0,,,,,Small,
9795.0,BLACKLIGHT ANALYTICS,LIEGE,2020.0,Inactive,private,Merger by absorption,23/06/2021,18/01/2017,23/06/2021,Absorbed Company,,119.0,25.0,65.0,16.0,,,857.0,272.0,120.0,53.0,,,3.0,1.0,,,,,Small,
9796.0,INDIGI,IEPER,2020.0,Inactive,private,Conclusion of liquidation,15/09/2021,17/01/2017,,,,57.0,-63.0,-36.0,,,,147.0,446.0,369.0,,,,1.0,6.0,4.0,,,,Small,
9797.0,TRUCKS.NL,OOSTENDE,2020.0,Inactive,private,Conclusion of liquidation,08/03/2022,19/01/2017,,,,8.0,16.0,20.0,5.0,,,73.0,65.0,70.0,52.0,,,,1.0,1.0,1.0,,,Small,
9798.0,I-LIBRIS,LIEGE,2020.0,Inactive,private,Conclusion of liquidation,14/07/2022,18/01/2017,,,,8.0,-7.0,-19.0,,,,84.0,103.0,145.0,,,,2.0,2.0,1.0,,,,Small,
9799.0,FRUIT YOU,LENDELEDE,2020.0,Inactive,private,Merger by absorption,20/07/2021,19/01/2017,20/07/2021,Absorbed Company,,-1.0,20.0,16.0,1.0,,,125.0,232.0,220.0,163.0,,,2.0,2.0,2.0,,,,Small,
9800.0,STEWIA,TONGEREN,2019.0,Provisional legal sit.,private,Bankruptcy,06/10/2020,01/01/2017,,,,-9.0,-8.0,,,,,105.0,102.0,,,,,2.0,1.0,,,,,Small,
9801.0,PROFILE BOX,WATERLOO,2019.0,Provisional legal sit.,private,Bankruptcy,15/03/2021,20/01/2017,,,,-88.0,-12.0,,,,,80.0,156.0,,,,,,1.0,,,,,Small,
9802.0,DE PUTTE,OVERIJSE,2019.0,Inactive,private,Conclusion of liquidation,26/06/2021,20/01/2017,,,,-5.0,9.0,3.0,,,,72.0,71.0,34.0,,,,,,1.0,,,,Small,
9803.0,GALLIANO ET KENZO,CUESMES,2019.0,Provisional legal sit.,private,Bankruptcy,25/04/2022,16/01/2017,,,,-3.0,-3.0,-39.0,,,,118.0,51.0,13.0,,,,,,2.0,,,,Small,
9804.0,FISCOPEP,PEPINSTER,2020.0,Inactive,cooperative,Conclusion of liquidation,20/12/2021,18/01/2017,,,,78.0,3.0,4.0,-4.0,,,176.0,26.0,28.0,16.0,,,1.0,1.0,1.0,1.0,,,Small,
9805.0,NETCAB,OLEYE,2020.0,Inactive,private,Conclusion of liquidation,23/09/2021,20/01/2017,,,,-32.0,0.0,-4.0,36.0,,,7.0,75.0,54.0,68.0,,,,3.0,1.0,,,,Small,
9806.0,ALTERNATIVE CONCEPT,DION-VALMONT,2021.0,Inactive,private,Conclusion of liquidation,28/09/2022,23/01/2017,,,,67.0,33.0,10.0,18.0,,-16.0,177.0,112.0,73.0,82.0,,44.0,1.0,,,,,1.0,Small,
9807.0,ACLH,BEN-AHIN,2018.0,Provisional legal sit.,private,Bankruptcy,06/08/2020,20/01/2017,,,,-64.0,-25.0,,,,,110.0,121.0,,,,,3.0,1.0,,,,,Small,
9808.0,CARE PROJECTS,ZWEVEGEM,2021.0,Inactive,private,Merger by absorption,18/07/2022,23/01/2017,18/07/2022,Absorbed Company,,32.0,-18.0,6.0,32.0,,18.0,166.0,91.0,174.0,152.0,,111.0,1.0,1.0,1.0,1.0,,1.0,Small,
9809.0,BOUWONDERNEMING DUYSHAVER MICHAEL,DENDERWINDEKE,2021.0,Inactive,private,Conclusion of liquidation,24/08/2022,24/01/2017,,,,120.0,24.0,16.0,27.0,,0.0,248.0,263.0,229.0,238.0,,169.0,3.0,4.0,3.0,3.0,,1.0,Small,
9810.0,IEM,BORGERHOUT,2019.0,Provisional legal sit.,private,Bankruptcy,06/07/2022,24/01/2017,,,,-3.0,2.0,,,,,30.0,18.0,,,,,1.0,1.0,,,,,Small,
9811.0,LILIKA,BRUXELLES,2018.0,Provisional legal sit.,private,Judicial winding up,10/03/2022,23/01/2017,,,,11.0,,,,,,50.0,,,,,,2.0,,,,,,Small,
9812.0,DE BUREN BELGIE,ANTWERPEN,2018.0,Inactive,public,Conclusion of bankruptcy,14/09/2021,17/01/2017,,,,-1262.0,-756.0,,,,,1316.0,1037.0,,,,,6.0,,,,,,Small,
9813.0,KMB MANAGEMENT,BRUXELLES,2018.0,Inactive,private,Conclusion of bankruptcy,24/11/2020,23/01/2017,,,,-114.0,-123.0,,,,,126.0,46.0,,,,,10.0,6.0,,,,,Small,
9814.0,GROEP VAN HOOF,WECHELDERZANDE,2018.0,Provisional legal sit.,private,Bankruptcy,14/01/2020,26/01/2017,,,,0.0,,,,,,358.0,,,,,,5.0,,,,,,Small,
9815.0,MY EATPOINT,LEOPOLDSBURG,2019.0,Provisional legal sit.,private,Bankruptcy,16/06/2022,26/01/2017,,,,-35.0,-71.0,,,,,56.0,54.0,,,,,,1.0,,,,,Small,
9816.0,CARDI FASHION GROUP,HASSELT,2021.0,Provisional legal sit.,public,Liquidation,24/04/2020,26/01/2017,,,,-29.0,1506.0,-83.0,-1614.0,-203.0,-999.0,204.0,275.0,681.0,1090.0,5050.0,4442.0,,,1.0,1.0,1.0,1.0,Small,services
9817.0,EXCELLENCE BUSINESS,BRUXELLES,2019.0,Provisional legal sit.,private,Bankruptcy,14/06/2021,27/01/2017,,,,-50.0,-14.0,-81.0,,,,15.0,87.0,67.0,,,,,,2.0,,,,Small,
9818.0,EUROLASSER,BRUSSEL,2018.0,Provisional legal sit.,private,Bankruptcy,30/11/2021,27/01/2017,,,,24.0,13.0,,,,,566.0,396.0,,,,,7.0,3.0,,,,,Small,
9819.0,IBIZA ICE,BRASSCHAAT,2018.0,Inactive,private,Conclusion of liquidation,30/07/2019,27/01/2017,,,,-111.0,-55.0,,,,,4.0,33.0,,,,,1.0,1.0,,,,,Small,
